user_id,parent_asin,rating,timestamp,verified_purchase,helpful_vote,text,title,images,asin
AF3IMAQGB3QUV3JLCTNL4RJKSMUQ,B09C3331QK,1.0,1657057895967,True,1,"**update**<br />Impossible to get flattened out. Crumbs bounced off the creases and humpy folds. Had to return!<br />This item was shipped in a tiny box, all folded up and with many creases, instead of rolled. I have washed it and tried to smooth it out, but will have to see if it flattens out over time. Otherwise, it is the correct size for my standard electric smooth top stove, and the material is a nice thickness. I did not notice any bad smell. If it wasn't for the creases, I would give it 5 stars.","Very wrinkled, but otherwise okay","[{'small_image_url': 'https://m.media-amazon.com/images/I/61IyV0FT7rL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/61IyV0FT7rL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/61IyV0FT7rL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09C3331QK
AFQEA24DHZG7PYFHGDXFID2NX4OA,B078WFTBZB,1.0,1673141104651,True,0,didn't work ! also shaft for fan way to short!,never,[],B078WFTBZB
AFW7FLXDAG2HHKCVHMFKQFCZ22CA,B08GJ52XRF,5.0,1658878699755,True,0,Trabaja excelente,Bueno,[],B08GJ52XRF
AGBLZLQDKACEDFE2F6KOJ2UWSCBQ,B07K7W8VZS,1.0,1587427863577,True,1,"The finish on this was not right. It had noticeable grinder marks on the two front corners. So poor quality control, I think.  Otherwise seemed to be sturdy and well made.  I returned it.",Finish was defective,[],B07K7W8VZS
AEKG3RRNHH56LEMISZXUVIZASVLQ,B002ZNCAIA,5.0,1556914902515,True,0,Good product,Thanks,[],B002ZNCAIA
AGD64QBLAOX4GYURZM2MQFZ3BYMQ,B083VY75LQ,5.0,1636068485290,True,0,The taste isn’t as good as original but for the price it’s great.,Works but the taste is average.,[],B083VY75LQ
AHFMWPBXDFLV26PXMBDO5WJ754JQ,B0B6NCJRZ8,5.0,1676075084441,True,1,"Bought this to convert our new LG DLGX4001B from natural gas to propane. Installation was easy (aside from disassembling almost the entire dryer to get to it, which I needed to do anyway to install the side vent kit), and it works as it should. Bought this two-pack because it was cheaper than buying just one, so I guess I've got a spare? Anyway, great deal and would buy again.",Works great in our new LG dryer,"[{'small_image_url': 'https://m.media-amazon.com/images/I/712tGjFUuGL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/712tGjFUuGL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/712tGjFUuGL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0B6NCJRZ8
AFBGSAGVAMSUDCB7BDTHBJSMXTJA,B0031CZIE2,5.0,1371915001000,False,2,"This is a wonderful stove. Luv the warming burner for tea, sauces and soups. The quick boil is an excellent option. This stove heats quickly and the induction top allows even cooking. I have always cooked in cast iron and combined with the ceramic top, my food cooks in about half the time as my old range.<br /><br />The oven is superb! Love love love the rack that pulls out with the door ...no need to stick hands in to pull rack out, this is a great invention!  Convection fan with element around it allows for even cooking and a shorter bake time.<br /><br />This is a great deal at this price point, performs like many other more expensive stoves.",wow!,[],B0031CZIE2
AEGSZSMUA3AVYCA7WK4EQCHXRT3Q,B092QKLKSL,5.0,1640954760529,True,0,We are so happy with this beverage fridge & would recommend it it 100%,Very nice quality,[],B092QKLKSL
AHUW7CX7BMDUSRE4UMNZPUTEPWKA,B08QCLSX4X,5.0,1622088692590,True,0,Did what it’s supposed to.,Works!,[],B08QCLSX4X
AGKN57MYCVWJKVCQKDHG267FNXRA,B09C3NHB9N,5.0,1672151979465,True,0,"Works with Frigidaire model#:  FFEF3054TS<br />For ""expandable"" 6"" - 9"" element (this is the dual element).<br />Just exchange the plugs one by one.<br />But please be careful while working to not break the hot surface indicator light assembly right next to it.  We just glued it in place and the light still shows.",Frigidaire model#:  FFEF3054TS,[],B09C3NHB9N
AEJXNLZIRORW7A7BOXXKSSQQUHGQ,B003MYYIUE,5.0,1473653543000,True,0,Exact replacement worked perfectly. I noticed a dribble after using the water filler but after I removed all of the air....no more dribble. I was going to purchase a universal one but I'm sure glad I did not because it would have been tough as space is limited on our Kitchen Aid built in fridge.,"Exact replacement, perfect!",[],B003MYYIUE
AFN2B5I7FVX3VRLWRFXRPDA2JTFQ,B08DY5N6WG,5.0,1627357618424,True,0,I am very pleased,Well made,[],B08DY5N6WG
AHZG6SMGQGE65SCAO3BUEI3H7RLQ,B01BE2KN72,2.0,1469065469000,True,0,"Product does t fit- contacted seller as the product was supposed to be compatible with my appliance, still no answer! :(",Product does t fit- contacted seller as the product was ...,[],B01BE2KN72
AHUD2O7RMSJCI6A6HUP5E4GT54MA,B0B1TPRTQ7,3.0,1662222906028,True,0,Nice and somewhat easy to use. Only downside the drawers don't stay in the railing guide and not easy to pull out,Decent quality,[],B0B1TPRTQ7
AGCZOO5PELSCIE3IUWY7ECZOMRJA,B00TQDE2NS,5.0,1489718076000,True,0,The board woeked fine,Five Stars,[],B00TQDE2NS
AE475YIHKFR4FFV3ECYZS43DRZCA,B00O9YCJN4,5.0,1502935555491,True,0,"I lived with a broken piece in the fridge for years before I finally decided to track down this part.  I ordered a used one at half the price of new that came in dirty but not broken.  I cleaned it and fixed the shelf.  Note to self: Never throw out a refrigerator.  Part them out just like an old car.  It's amazing how much money used refrigerator parts sell for.  Well, I was glad to get it and so was my wife.",Works good for what it's designed,[],B00O9YCJN4
AGNP5DGDWFYEDFRVMOIZSRLEW6XQ,B015SOXCKC,5.0,1490578082000,True,0,Works fine and is half the price of the GE filters.,just as good,[],B015SOXCKC
AHFXHLFPQXYYZCSJMV7WA5A7OW3Q,B07NQTLFPX,1.0,1553711222268,True,0,"She is very miss leading, she sells $1.00 egg cartons for $9.99 each<br />Ad says 1dozen 24 count egg cartons 9.99",Miss advertising,[],B07NQTLFPX
AGXKBNSBIPOMCF4LVNZBDAI5HAXQ,B07S77KPH8,5.0,1585486851553,True,0,"Belt in my dryer broke, ordered this kit because it's a twenty year old dryer and the rollers are wear items which should be replaced regularly. Dryer runs quiet and smooth now.",Quality parts fast!,[],B07S77KPH8
AGEF3AOVA6ZQFG7SPMHPFBKS6OCQ,B08FRKK3TN,5.0,1674501066820,True,0,Confirmed part with Maytag and ordered this as it stated it was an original part. It came in a timely manner and husband installed without any issues. Would have cost almost $480 dollars I thank God for a husband that is so talented in this area. Saved us from having to buy a new washer that is only 6 years old. If the hot water isn’t coming in as it should consider changing the valves. Did both hot and cold replacement. Thank you so much!,Perfect Fit,[],B08FRKK3TN
AEBFUYAXFYSY7F5WMLWZHXUWO2GQ,B00LGWKVI2,5.0,1460209908000,True,0,Does just what it says it will do.,Pleased,[],B00LGWKVI2
AHPQBQYM7B2P6OCISU2JHMGVQH7Q,B00LKOKTTW,5.0,1606506204879,True,0,perfect fit and fixed my problem,great,[],B00LKOKTTW
AHYYOHLJBAWW6Q53NB26Q5HLJQCQ,B0B4NXY6MW,5.0,1676732161902,True,0,I was so tired of cleaning my refrigerator handles! These fit snug and tight. Easy to adjust with Velcro closure.,Love these,[],B0B3DP2X4Q
AHGLPLJXHQGK6KZSBVQH5ZWD5VZQ,B088JFW4QW,5.0,1598196554730,True,0,Fast shipping and arrived in great shape! I love this mini fridge!,This is the perfect drink fridge,[],B088JFW4QW
AGMNA3UZRN4ICG3FFB4E7HR3UTQQ,B07CT5DYCM,5.0,1625065342857,True,0,This harness worked as expected. Shipping was fast. Would recommend,Works great,[],B07CT5DYCM
AE44U6LDUVEAFOS2NVRG57LGS6SA,B000E0IDQ4,1.0,1286418339000,False,2,I just got this dishwasher--brand new and it is terrible. Dishes come out as dirty as they went in or with new dirty spots or stains. I prewash my dishes anyway but might as well skip the dishwasher process; I could do a better job by hand but then what's the point of having a dishwasher. I have to handwash almost all of the silverware after they are run through a cycle and it is incredibly loud. I have literally tried every setting and even have tried washing dishes through multiple cycles  with no improvement in performance. Water goblets don't fit on the top rack and pots and pans don't fit on the top rack either. I can't imagine a worse product.,Terrible-dishes come out dirty,[],B000E0IDQ4
AE5ICIOGRID5FFMUHZN3EDNN3ZYQ,B0B3613HFQ,4.0,1668465243568,True,0,"Upon installation I noticed one of the coils that on one of the valve stems was upside down.  No way to connect that coil to the washer electricals, the wires were too short.  I gave the coil a slight twist and found it moved pretty easily.  A slight tug made it slide right off.  I slid it back on so that it looked just like the other three coils.  The coils on original part do not move as easily, but the new valve has been working fine for a couple cycles, so I believe it is functioning normally.  I kept the old valve just in case since three of the valves wee working.",Looks just like original part except -,[],B0B3613HFQ
AFFSBBFYE5FQBQUE2FP75LWN46IQ,B07VY8GF94,4.0,1602702495335,True,0,"Received the package and kit installed easily on my washer, unfortunately, it did not fix issue with washer as I had hoped..  something else was clearly responsible for issue..  washer is out with the trash now..","Installs easily! Unfortunately,  Did not fix issue",[],B07VY8GF94
AH275237VCU6NPUYTXVVGG3VAQ3A,B001E6DMVS,4.0,1446330530000,True,0,works,Four Stars,[],B001E6DMVS
AF6IR3MJLHN4UJTCTPLUIO3XZL6Q,B07BT5LPTS,5.0,1594089493513,True,0,Liked it,Liz,[],B07BT5LPTS
AG2YRV4B527CNTONGVSKEZZP7MYA,B09BT7HVRN,5.0,1643568938309,True,0,timer arrived earlier than expected. Did not come with instructions but I don't think it needs instructions as long as you mark how the wires on the defective timer came off. easy installation.,took care of issue,[],B09BT7HVRN
AEW2G2JV63L42QSUIWHEIT4JO6YA,B07K6RH4DG,5.0,1569269930755,True,0,Works well and no problem.,Works well.,[],B07K6RH4DG
AGQW2ZO6LOYZMRZ7JKDM6LIGM44A,B010N910TC,5.0,1679148126199,True,0,"Good value, seems to work.",Good value,[],B010N910TC
AHQIYLOXCKGH4DMR6KNE7XEGCAGA,B07SCGSWTB,5.0,1629131416223,True,0,"These are great for when you have to do laundry and the dryer messes up. My husband, “thank God for my husband,” installs them so I can continue doing laundry without the noise. This is the second or third set we’ve had to buy.",Necessary product,[],B07SCGSWTB
AG3YOB246VQNROZ3TTNJGBSBBU5A,B082H75CVG,5.0,1665422704464,True,0,"Spring broke on our dishwasher door.  Looked on Amazon to see if I could find a replacement spring, I did, ordered it.  The spring arrived on time and fit my dishwasher perfectly.",It worked,[],B082H75CVG
AGCUW47BYNCVDCE7BJYJN7DI2XEA,B087BVNPFN,5.0,1630771425388,True,0,Works. I bought this for my Frigidaire front loader washer.,Works,[],B087BVNPFN
AERJQE3QL44PF6Y4YMHG6LIESUHA,B07TYKW63L,5.0,1598551135234,True,0,"Had to replace the belt and pulley so replaced these as well.  A good set of small ""vise-grips"" enabled replacement with greater ease.",Exact Replacement and Easy to Install,[],B07TYKW63L
AE5NNPQHU7EJQ2IYI5UBXLVKUFPQ,B0BQ4MV1P6,5.0,1677510279572,True,0,"I took me less than an hour to remove the old part and replace it with this part.  It was a perfect drop in replacement.  I finally have my oven back, it has been working without issue now for 2 weeks.  It preheats to 350F in just 6 minutes.  Even when my oven was new it would take 15 minutes.  I ended up buying this after my oven was taking 45 minutes to reach temp and then could not hold the temp.  Highly recommend.",Perfect drop in replacement on Frigidaire gas oven,[],B0BQ4MV1P6
AGCJJTTW6CWJGMKHEDBZ5RGWZERQ,B004Q3ZL7O,5.0,1574346366198,True,0,I used the product to replace my the freezer's Gasket,Real Supplier with solid product,[],B004Q3ZL7O
AHQXVRU6FQ7W64UAASDSAN254N3A,B00NAOWKWE,5.0,1551450431365,True,0,I replaced faulty one with this and it fit nicely and works without issues.,Good quality electrode,[],B00NAOWKWE
AE44OLOCLVOPGYRURNMGTMFPW63Q,B00YD2QD8E,5.0,1484704237000,True,0,Work perfect.  I would reorder again,Smooth. Flows,[],B00YD2QD8E
AEFBUKSI7VHX3WKA5ZV3CDQC7CYQ,B0BFHWT6SS,1.0,1672751371163,True,0,"Doesn’t fit my fridge, too small. Keeps falling off. It’s now a cat toy",Too small,[],B0BFHWT6SS
AHDWDEBDKG6N2LEFIIJHBXJ5XKTA,B081XK9D91,1.0,1622343497307,True,0,Leaked water everywhere! Just like not having a seal at all!,Just like not having a seal,[],B081XK9D91
AEY3NDHI7QRHQ442V4UHI73EDQOA,B01LOYG44G,4.0,1582057712460,True,2,"We are renovating a condo and this looked like a great option for our kitchen.  We opted for black stainless steel appliances (Samsung), and the fact that I was able to order a kegerator in black stainless steel was a part of that decision.  Delivered several days late, which delayed our contractor from building the counter top template.<br /><br />The door of this unit is definitely not the black stainless steel finish that most appliance makers are showing.  The doors may be stainless steel, but the finish is a powder-coated black.  Very disappointed, since now I will have to look for a veneer in order for it to match.<br /><br />UPDATE:  Bumping up to 4 stars.  Great customer service experience with the seller so far.  Wife is fine that the black finish doesn't exactly match that of the Samsung appliances, so I'm much happier than I was when I first opened the box.  Unit is really quiet, and feels sturdy.",NOT the Black Stainless Steel that other appliances are available in.,[],B01LOYG44G
AFTEZGXRBCAE4WOKUTABLKG6GHCA,B0BRN61RWB,1.0,1674750288885,True,0,"We have an older Maytag refrigerator that we inherited with our current house.  I've kept the brand name Whirlpool filters in it for the last few years and all has been well.  I became frustrated with the expense of the filters so I found these at 1/3 of the cost and thought I'd give them a try.<br /><br />They are much lighter than the brand name ones, so I'm guessing that the filtration inside isn't as extensive.  It installed fine, clicked into place just like the real ones do.<br /><br />3 days later I woke up to a wet kitchen floor.  After mopping up, I was able to trace the source of the water to the still-leaking filter at the foot of the fridge.  That's bad news, and if it had gone undetected for any length of time, it could have caused some real damage to my kitchen and the room below.  This is bad news and nightmare material for any homeowner, and I have zero tolerance for things that cause water leaks.  I removed the offending filter, threw away the other 2 from the 3-pack, and I'll eat the cost of brand name Whirlpool filters instead.  That cost pales in comparison to that of a ruined floor/ceiling.",Caused a leak,[],B0BRN61RWB
AF5DAIWSBN4HGICPFZXEBZBT2T5A,B00EN9X7LS,5.0,1581780673476,True,0,As described,As described,[],B00EN9X7LS
AHXQE5462JQU5SCVIJLHP27YVW4A,B07BNXR6CC,5.0,1582255240155,True,0,"Does the job. I'm not using paper anymore. Easy to use and wash. Could have been a bit deeper to accommodate more coffee, so it is not best for more than 3 cups. The paper filter I used for my smallish chemex folds into a deeper cone and you can get maybe a 1/3 more coffee in it. I like it nonetheless.",Nice filter,[],B07BNXR6CC
AFYSFCATBDYRR4B6PSHBQZT5ZZ6A,B081LP28WG,5.0,1639285877490,True,0,"Great upgrade for my whirlpool washer that didnt have one, no more missing the rinse cycle",Perfect fit,[],B081LP28WG
AE4QJPQNGMTEA53JVXKY4A7SHVHQ,B0034IZA4Q,5.0,1394840487000,True,0,"It was very simple to install, i found some video on Youtube on how to do it. Once placed the Defrost problem has been resolved and is working as expected. It's been 3 months since this and is working properly.",Worked as expected for my Whirlpool Fridge as indicated in description,[],B0034IZA4Q
AHUKPMBRBOBCA5SSXGX6LYV5YM6Q,B00AFSMYYC,1.0,1614723985116,True,1,"Wrong part.  The white plastic mounting piece is not the same as shown on the Amazon product page nor the same as the part on the fridge.  It won’t fit.  Returning.<br /><br />UPDATE 3/14 - I ordered another one thinking that the first one could have been a one-time wrong part, but unfortunately even the second one was wrong (same as the first one).  Nothing about this part is correct.  Neither the white plastic mounting piece nor the actual rubber “gasket” are the same as the original part and it doesn’t match the part pictured on the Amazon product page.  I’ll have to order this from the dealer where I got the refrigerator, they are an authorized LG dealer.","Wrong part, won’t fit.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1SsFhL5bHS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1SsFhL5bHS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/B1SsFhL5bHS._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1R7yOug4pS._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1R7yOug4pS._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/C1R7yOug4pS._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B00AFSMYYC
AGASBGQ75IYGVKTEYGRXOLHJ25JA,B08DNPQZ3R,1.0,1599568407794,True,0,Product is no good. Service is the worst I’ve ever seen. I’m still trying to get a refund.,Don’t buy,[],B08DNPQZ3R
AG43MC2ZKU4LRIWRTCQYVE4HHGBQ,B005NQFRS6,5.0,1402854484000,True,1,Washer was throwing an error code of &#34;ND&#34; - no drain and would error out with 9 minutes left on every load - causing you to have to reset the washer.  Part was super easy to place - 15 minutes work.  Removed two screws on back from service panel and the 3 bolts holding the pump itself.  Removed the two hose clamps and replaced it.  Easy stuff - saved some serious money - no service call no waiting for repair man.  Great to see Amazon has washer parts in stock and shipped quickly.  Part was a simple fix - washer is now spinning and working properly.  Great stuff.,Great Part - Washer Working Well,[],B005NQFRS6
AEHHN3IJK7PCWB2BSL6JRBCQR55Q,B09GB4MF46,5.0,1648927592499,True,0,worked great,ice box,[],B09GB4MF46
AH3K2ZY7OGDA4KEWDKTY57SYLV5Q,B014I9CWDG,1.0,1539296216693,True,0,I don't know if this item worked or not.  It is not the correct item.,I don't know what this was,[],B014I9CWDG
AH2ZK7AZJGCQTARSK7CXAK4DVWYQ,B01H0GY6KQ,4.0,1504100300549,True,0,"Worked perfectly. Easy to install. Good price. If you are buying this product for a Bosch refrigerator you have, hopefully, looked up the location of the filter. It is on the very bottom left, (outside) of the front of the refrigerator.  It is not hard to access once you know the location, but it is not intuitive.  (Not a bad location; just hard to find. Regardless, no impact on the quality of the replacement filter)",Worked perfectly.,[],B01H0GY6KQ
AEKB3XGJPXVJHU3PWCPPRBFTOSNA,B08VWLW2X5,5.0,1634495710714,True,0,Good price and works.,Good price and works.,[],B08VWLW2X5
AFHPAJFEIKVZK5QIEQR352YYGLVQ,B00DCR8OJM,5.0,1449111194000,True,0,"small attachment, but effective. keep it in a place where you can find it again.",small but effective,[],B00DCR8OJM
AGOECHRDMFSOGAJXFNTS5PFKFTDA,B001EPHBC0,5.0,1428546116000,True,0,"Not much else to say, really, but a fixed refrigerator is a happy, happy thing!",It worked!,[],B001EPHBC0
AF2GVBBUODHBR4OQHCYWEQ3Q6SZQ,B001DPRWFM,5.0,1428778014000,True,0,This knob is exactly like the one that came with our stove top.,Five Stars,[],B001DPRWFM
AHIOJQGTSTDGUW5S5HIB3L7CDC5Q,B079M3G76T,5.0,1543959502438,True,0,It does the job! Mine works perfectly fine. Temp and humity gauges work perfect. Had it for about 3 months now and no issues thus far.,It works for me!,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61OhzLRYqvL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61OhzLRYqvL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61OhzLRYqvL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B079M3G76T
AGUH3U4WCRFLQG3USSPIAYQRKODA,B08R2ZPKMZ,5.0,1628366116944,True,0,Easy to install.  Fixed the center folding panel of the French door refrigerator immediately.,New Door Spring,[],B08R2ZPKMZ
AGCX5O6UZG2PYWUBNRIBDFSHBBOQ,B07L4CM42Z,5.0,1557899230176,True,0,Cool knobs,Cool Knobs,[],B07L4CM42Z
AHKM2R62W7G2TGDKTANDQIB5ZESQ,B00308WRS2,5.0,1354207427000,True,0,"Seems to work great. Strong construction, and does what it says it does. Fits right in and still working a month later.",Nice,[],B00308WRS2
AHUOAI22AM7BPKENHPEHPA3H4EBA,B081ZJ2855,5.0,1627682059307,True,0,Awesome,Perfect replacement for broken part,[],B081ZJ2855
AGWKHA2J7K3YWQHRCFJ7AW5NNAWA,B077G64LNM,5.0,1576443710159,True,0,Easy to install.  Water tastes Great.,Installs easy,[],B077G64LNM
AHTUKJKQPFM7AKLPDJUFBWDSVCRA,B00KAS9ZMG,5.0,1429213153000,True,0,"Received 3 filters for the price of one, came sealed and nicely packed. Was able to swap out the old filter for the new one in seconds.<br />Can't go wrong with this product and for the price... I'll be re-ordering in the future.","One-third the cost of the name brand, works like a charm.",[],B00KAS9ZMG
AEP4A35JQKZENSDBXHGP4IU2GFYA,B00YD2Q244,3.0,1500072902604,True,0,"They were easy to replace which we did when the warning light went on.  However, it is not clear why the warning light went on.  I am also not convinced at they really do any good.  I sense no change in the way the water tastes with and without the new  filter.  Does it have any way to determine based on the condition of the water being filtered or is is just some time or about the amount of water used used.",Easy to install,[],B00YD2Q244
AG6F7ITO3C36KVGVHRTVSJFLTOEQ,B0B45KHNSZ,3.0,1670892905145,True,0,I have a 51mm tamper and it gets stuck in this. Bought a 50mm tamper and it gets stuck about 1/4” from the bottom.  Needs to be bigger.  The 2 cup 51mm filter that came with my espresso machine is no problem.,Not 51mm,[],B0B45KHNSZ
AGGUX37RGTFUHEGOSRM5DU62RZTQ,B07W1VZTVJ,5.0,1628813303882,True,0,This is exactly what we needed to fix our washing machine.,Nice,[],B07W1VZTVJ
AHQASHHORHXLHEHVOFUBT5UF6VUQ,B002JP91UE,2.0,1509833060482,True,0,Seemed of good quality but the advertisement had the incorrect measurements,Two Stars,[],B002JP91UE
AEATXXBKCXVHFFXJA2LL2DMA7TCA,B093SNJ2NN,2.0,1641087287984,True,0,I love this concept but the eggs roll around if not full and takes up too much room in the refrigerator.,Great Concept but eggs roll around,[],B093SNJ2NN
AELGU5YO63JKMMJNRS55BRPBMP6A,B003AO0AFI,1.0,1588728754537,True,2,These things are not even  necessary for the equipment.,Worthless,[],B003AO0AFI
AFLG6AS6YAYTWUJ42LIKEM6URQKQ,B005ARBA3E,2.0,1461282214000,True,1,"this item DOES NOT MATCH THE PRODUCT DIMENSIONS. Before buying a burner from anywhere, and though its difficult, be sure to find out the model number you need. The model number on this is correct, and it is for the tiny burner.","Not a match to product dimensions, check model number needed!","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61fOJmCPzFL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61fOJmCPzFL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61fOJmCPzFL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B005ARBA3E
AFX7IXUHFLT3MYCN6VWAV6NU7FWA,B07G1JW9ND,5.0,1657917700155,True,0,Fits well & works great. Better than buying a new dryer,Teplacem,[],B07G1JW9ND
AHGUR5NXL3A2FDHTSNGS55UHGVSA,B0BM5GV9SC,4.0,1674567688018,True,0,This item fit perfectly in my dryer door.<br />It was slightly more difficult to attach than I thought it would be but I got it attached in the end.,Perfect fit,[],B0BM5GV9SC
AEL4K6V372O4AQMDHSZ4XJH7LGTQ,B00KOAOC4Q,4.0,1438025595000,True,0,It is a Keurig reusable filter.  What more is there to say?  It was somewhat more reasonably priced than getting it at a store or direct from Keurig.,Reuseable Keurig Filter,[],B00KOAOC4Q
AHRTLUNIOEV3542QBSJQVYCZVTVQ,B00PM93DL2,3.0,1469055678000,False,0,Works well. Found it locally @MSRP of $6.99. Needed a 3rd water supply for steam dryer.,Nothing special,[],B00PM93DL2
